sample_id,success,v12,v21,obj_value,n_iters,converged,elapsed_time,volfrac,penal,rmin,move,void_size_frac,rotation_deg,beta,error
17,True,1.7154589278503522e-24,1.7154589278491334e-24,2.404837531864599e-34,10,True,3.44,0.540982,3.353272,3.535015,0.259578,0.171505,53.925094,1.200144,
18,True,1.7154589278503522e-24,1.7154589278491334e-24,2.0667182374962055e-35,13,True,4.74,0.559361,3.788438,2.089660,0.147062,0.334976,37.934784,0.958055,
19,True,1.7154589278503522e-24,1.7154589278491334e-24,3.328823136228882e-33,11,True,3.59,0.567225,3.992727,4.997720,0.245207,0.177106,88.591077,1.498014,
20,True,1.7154589278503522e-24,1.7154589278491334e-24,5.370668496500544e-34,10,True,4.29,0.350107,2.800743,5.606217,0.277141,0.363159,35.519444,1.300042,
21,True,1.7154589278503522e-24,1.7154589278491334e-24,1.3398083096867614e-33,12,True,3.82,0.445835,2.484887,1.497839,0.180869,0.228623,41.147552,1.342703,
22,True,1.7154589278503522e-24,1.7154589278491334e-24,3.485598076895226e-35,10,True,3.69,0.273131,2.226221,4.071877,0.251703,0.157638,81.416435,0.993414,
23,True,1.7154589278503522e-24,1.7154589278491334e-24,5.22862815370541e-38,20,True,6.69,0.290672,4.181583,2.296259,0.132226,0.447774,68.706378,0.856602,
24,True,1.7154589278503522e-24,1.7154589278491334e-24,1.5733298839555655e-35,14,True,4.88,0.575463,1.963768,3.770908,0.127425,0.304464,5.515122,0.944049,
25,True,1.7154589278503522e-24,1.7154589278491334e-24,5.167521216247232e-35,14,True,4.46,0.649641,3.445192,3.800762,0.135542,0.295508,14.596574,1.022557,
26,True,1.7154589278503522e-24,1.7154589278491334e-24,7.369494821026752e-32,20,True,6.76,0.605849,4.974726,4.222799,0.071692,0.225758,75.429960,1.458077,
27,True,0.2777088211252335,0.2369825219506625,-1.3308519479594316,150,True,49.49,0.495900,1.725055,2.675903,0.239386,0.187013,60.924088,0.535698,
28,True,1.7154589278503522e-24,1.7154589278491334e-24,2.2938210135269797e-33,13,True,4.36,0.597205,4.450035,2.380357,0.143448,0.253336,86.450712,1.367982,
29,True,1.7154589278503522e-24,1.7154589278491334e-24,1.141197871551833e-34,11,True,3.68,0.480849,1.158885,2.177034,0.229341,0.271934,48.380701,1.103848,
30,True,0.3790100839523021,0.375969780041955,-1.4389705748900978,68,True,25.28,0.612446,3.673511,5.180022,0.060979,0.283708,54.469829,0.728855,
31,True,1.7154589278503522e-24,1.7154589278491334e-24,4.7949103788298555e-34,13,True,4.60,0.529010,3.245795,3.260242,0.153495,0.387068,20.406844,1.213065,
32,True,0.43101044051079984,0.4310104406704226,-0.47977397971321717,150,True,50.46,0.535708,2.286015,5.997514,0.102224,0.236196,8.809385,0.680632,
33,True,0.3000000000925344,0.3000000000924916,-0.8902629443297625,150,True,28.76,0.326647,3.562701,1.140396,0.230335,0.391174,24.358713,0.593166,
34,True,0.45850867929854966,0.450046235901659,-0.39138324253322276,150,True,49.24,0.321857,2.671268,5.017057,0.201016,0.154604,51.244615,0.453456,
35,True,1.7154589278503522e-24,1.7154589278491334e-24,7.676357538438266e-34,11,True,2.20,0.587058,4.711751,1.358743,0.243129,0.405445,61.826524,1.311180,
36,True,0.39321154255540325,0.43349842896721136,-1.1339369651576325,26,True,10.05,0.430369,2.420173,5.776334,0.271270,0.319101,30.410499,0.490403,
37,True,1.7154589278503522e-24,1.7154589278491334e-24,8.848221452028485e-37,14,True,4.38,0.301245,4.588306,2.917534,0.188448,0.185137,12.742253,0.824027,
38,True,1.7154589278503522e-24,1.7154589278491334e-24,5.2926652160337226e-37,13,True,4.52,0.375722,1.627711,3.088451,0.219894,0.347668,86.085645,0.802719,
39,True,1.7154589278503522e-24,1.7154589278491334e-24,3.985074679362105e-36,15,True,5.46,0.501271,2.865543,4.160637,0.158410,0.212973,65.024991,0.879573,
40,True,1.7154589278503522e-24,1.7154589278491334e-24,4.280342409823471e-34,14,True,5.18,0.361652,2.745480,4.376326,0.123753,0.248573,83.850728,1.186818,
41,True,0.38711068435730406,0.27893412078215385,-1.9160657063455353,150,True,43.02,0.471011,1.278100,2.489833,0.110833,0.359688,63.135285,0.585621,
42,True,0.35171053578202505,0.3970109361400239,-2.116554489517054,150,True,42.91,0.387251,4.207788,3.102043,0.265990,0.367323,56.443530,0.329304,
43,True,0.3032187752299515,0.41617983917196144,-1.5342968494282705,150,True,27.63,0.424924,1.837115,3.948578,0.075712,0.165223,31.706839,0.356650,
44,True,1.7154589278503522e-24,1.7154589278491334e-24,1.6981506874242607e-34,12,True,3.96,0.383868,1.068819,1.852212,0.177916,0.430605,10.138479,1.131207,
45,True,1.7154589278503522e-24,1.7154589278491334e-24,1.8437115936307848e-34,11,True,3.25,0.519380,2.089643,1.031426,0.208516,0.348307,25.350574,1.152458,
46,True,0.30000000027918006,0.30000000027918977,-0.47321620410363047,150,True,33.96,0.407373,4.877165,3.615144,0.296737,0.439174,71.041100,0.548810,
47,True,1.7154589278503522e-24,1.7154589278491334e-24,4.2224639818359954e-34,10,True,2.27,0.511695,4.301209,5.279760,0.291526,0.372836,17.762215,1.269255,
48,True,1.7154589278503522e-24,1.7154589278491334e-24,3.504468910702987e-36,11,True,4.16,0.337239,1.341943,5.591551,0.210320,0.263176,0.074016,0.832779,
49,True,0.2820204151878499,0.2566575995223204,-1.5327164627965275,150,True,31.48,0.277251,1.657390,1.620489,0.080270,0.196480,33.137863,0.753719,
