sample_id,success,v12,v21,obj_value,n_iters,converged,elapsed_time,volfrac,penal,rmin,move,void_size_frac,rotation_deg,beta,error
18,True,1.7154589278503522e-24,1.7154589278491334e-24,2.0667182374962055e-35,13,True,4.83,0.559361,3.788438,2.089660,0.147062,0.334976,37.934784,0.958055,
19,True,1.7154589278503522e-24,1.7154589278491334e-24,3.328823136228882e-33,11,True,3.96,0.567225,3.992727,4.997720,0.245207,0.177106,88.591077,1.498014,
20,True,1.7154589278503522e-24,1.7154589278491334e-24,5.370668496500544e-34,10,True,4.52,0.350107,2.800743,5.606217,0.277141,0.363159,35.519444,1.300042,
21,True,1.7154589278503522e-24,1.7154589278491334e-24,1.3398083096867614e-33,12,True,3.98,0.445835,2.484887,1.497839,0.180869,0.228623,41.147552,1.342703,
22,True,1.7154589278503522e-24,1.7154589278491334e-24,3.485598076895226e-35,10,True,3.83,0.273131,2.226221,4.071877,0.251703,0.157638,81.416435,0.993414,
23,True,1.7154589278503522e-24,1.7154589278491334e-24,5.22862815370541e-38,20,True,6.49,0.290672,4.181583,2.296259,0.132226,0.447774,68.706378,0.856602,
24,True,1.7154589278503522e-24,1.7154589278491334e-24,1.5733298839555655e-35,14,True,5.10,0.575463,1.963768,3.770908,0.127425,0.304464,5.515122,0.944049,
25,True,1.7154589278503522e-24,1.7154589278491334e-24,5.167521216247232e-35,14,True,4.93,0.649641,3.445192,3.800762,0.135542,0.295508,14.596574,1.022557,
26,True,1.7154589278503522e-24,1.7154589278491334e-24,7.369494821026752e-32,20,True,6.98,0.605849,4.974726,4.222799,0.071692,0.225758,75.429960,1.458077,
27,True,0.3660726956968819,0.3476715813881831,-1.1652717459994102,150,True,49.74,0.495900,1.725055,2.675903,0.239386,0.187013,60.924088,0.535698,
28,True,1.7154589278503522e-24,1.7154589278491334e-24,2.2938210135269797e-33,13,True,4.04,0.597205,4.450035,2.380357,0.143448,0.253336,86.450712,1.367982,
29,True,1.7154589278503522e-24,1.7154589278491334e-24,1.141197871551833e-34,11,True,3.36,0.480849,1.158885,2.177034,0.229341,0.271934,48.380701,1.103848,
30,True,0.2654674374508503,0.28270951690668805,-1.1559471646686514,150,True,53.09,0.612446,3.673511,5.180022,0.060979,0.283708,54.469829,0.728855,
31,True,1.7154589278503522e-24,1.7154589278491334e-24,4.7949103788298555e-34,13,True,2.86,0.529010,3.245795,3.260242,0.153495,0.387068,20.406844,1.213065,
32,True,0.21451797494897634,0.2608826787429673,-0.8696606135872664,150,True,49.56,0.535708,2.286015,5.997514,0.102224,0.236196,8.809385,0.680632,
33,True,0.29146032595223087,0.2908248545900408,-0.7920617840901696,150,True,27.91,0.326647,3.562701,1.140396,0.230335,0.391174,24.358713,0.593166,
34,True,0.2776303943404373,0.2726963019938841,-0.8470391055391056,150,True,47.47,0.321857,2.671268,5.017057,0.201016,0.154604,51.244615,0.453456,
35,True,1.7154589278503522e-24,1.7154589278491334e-24,7.676357538438266e-34,11,True,2.06,0.587058,4.711751,1.358743,0.243129,0.405445,61.826524,1.311180,
36,True,0.4167302496976535,0.41692434058574107,-1.4571761033472415,22,True,8.44,0.430369,2.420173,5.776334,0.271270,0.319101,30.410499,0.490403,
37,True,1.7154589278503522e-24,1.7154589278491334e-24,8.848221452028485e-37,14,True,4.68,0.301245,4.588306,2.917534,0.188448,0.185137,12.742253,0.824027,
38,True,0.3000000000001026,0.30000000000008886,-0.004223292245291408,18,True,6.54,0.375722,1.627711,3.088451,0.219894,0.347668,86.085645,0.802719,
39,True,1.7154589278503522e-24,1.7154589278491334e-24,5.652918924163923e-36,13,True,4.95,0.501271,2.865543,4.160637,0.158410,0.212973,65.024991,0.879573,
40,True,1.7154589278503522e-24,1.7154589278491334e-24,4.280342409823471e-34,14,True,4.84,0.361652,2.745480,4.376326,0.123753,0.248573,83.850728,1.186818,
41,True,0.33319090944576063,0.33675024873124726,-1.4865064636619763,150,True,30.80,0.471011,1.278100,2.489833,0.110833,0.359688,63.135285,0.585621,
42,True,0.40249963206642564,0.3948284388346673,-1.8267398158898727,150,True,37.68,0.387251,4.207788,3.102043,0.265990,0.367323,56.443530,0.329304,
43,True,0.28717619279963774,0.2692461615799393,-1.3493900576146407,150,True,27.70,0.424924,1.837115,3.948578,0.075712,0.165223,31.706839,0.356650,
44,True,1.7154589278503522e-24,1.7154589278491334e-24,1.6981506874242607e-34,12,True,3.82,0.383868,1.068819,1.852212,0.177916,0.430605,10.138479,1.131207,
45,True,1.7154589278503522e-24,1.7154589278491334e-24,1.8437115936307848e-34,11,True,3.44,0.519380,2.089643,1.031426,0.208516,0.348307,25.350574,1.152458,
46,True,0.2843788904721577,0.2879429808018569,-1.53314259250782,25,True,8.65,0.407373,4.877165,3.615144,0.296737,0.439174,71.041100,0.548810,
47,True,1.7154589278503522e-24,1.7154589278491334e-24,4.2224639818359954e-34,10,True,2.64,0.511695,4.301209,5.279760,0.291526,0.372836,17.762215,1.269255,
48,True,1.7154589278503522e-24,1.7154589278491334e-24,3.504468910702987e-36,11,True,4.28,0.337239,1.341943,5.591551,0.210320,0.263176,0.074016,0.832779,
49,True,0.37732323591774547,0.3833174766641468,-1.5873725394387221,150,True,31.41,0.277251,1.657390,1.620489,0.080270,0.196480,33.137863,0.753719,
